"ROW_ID"	"AASTA"	"JYKOOD"	"EMTAK"	"Sektor_nr"	"Sektor_txt"	"Klaster"	"KOV"	"Maakond"	"Ettevotte_suurusklass"	"Kaibevarad"	"Raha"	"Lyhiajalised_nouded"	"Lyhiajalised_finantsinvesteeringud"	"Varud"	"Pohivarad"	"Pikaajalised_nouded"	"Pikaajalised_finantsinvesteeringud"	"Kinnisvarainvesteeringud"	"Materiaalne_pohivara"	"Immateriaalne_pohivara"	"Varad_kokku"	"Lyhiajalised_kohustused"	"Lyhiajalised_volad"	"Lyhiajalised_laenud"	"Pikaajalised_kohustused"	"Pikaajalised_volad"	"Pikaajalised_laenud"	"Kohustused_kokku"	"Omakapital"	"Kohustused_Omakapital_kokku"	"Myygitulu"	"Muud_aritulud"	"Muud_arikulud"	"Toojoukulud"	"Arikasum"	"Intressikulud"	"Aruandeaasta_kasum"	"ds_Kaibevarad"	"ds_Raha"	"ds_Lyhiajalised_nouded"	"ds_Lyhiajalised_finantsinvesteeringud"	"ds_Varud"	"ds_Pohivarad"	"ds_Pikaajalised_nouded"	"ds_Pikaajalised_finantsinvesteeringud"	"ds_Kinnisvarainvesteeringud"	"ds_Materiaalne_pohivara"	"ds_Immateriaalne_pohivara"	"ds_Varad_kokku"	"ds_Lyhiajalised_kohustused"	"ds_Lyhiajalised_volad"	"ds_Lyhiajalised_laenud"	"ds_Pikaajalised_kohustused"	"ds_Pikaajalised_volad"	"ds_Pikaajalised_laenud"	"ds_Kohustused_kokku"	"ds_Omakapital"	"ds_Kohustused_Omakapital_kokku"	"ds_Myygitulu"	"ds_Muud_aritulud"	"ds_Muud_arikulud"	"ds_Toojoukulud"	"ds_Arikasum"	"ds_Intressikulud"	"ds_Aruandeaasta_kasum"	"SKP_jooksevhindades"	"SKP_nominaalkasv"	"SKP_pysivhindades"	"SKP_reaalkasv"	"Tarbijahinnaindeks"	"Keskmine_kuupalk"	"Palgakasv"	"Tooviljakuse_kasv"	"sektori_likviidsus_protsentiil"	"sektori_likviidsus_n"	"sektori_struktuur_protsentiil"	"sektori_struktuur_n"	"sektori_efekt_protsentiil"	"sektori_efekt_n"	"sektori_tasuvus_protsentiil"	"sektori_tasuvus_n"	"KOV_likviidsus_protsentiil"	"KOV_likviidsus_n"	"KOV_struktuur_protsentiil"	"KOV_struktuur_n"	"KOV_efekt_protsentiil"	"KOV_efekt_n"	"KOV_tasuvus_protsentiil"	"KOV_tasuvus_n"	"maakonna_x_klastri_likviidsus_protsentiil"	"maakonna_x_klastri_likviidsus_n"	"maakonna_x_klastri_struktuur_protsentiil"	"maakonna_x_klastri_struktuur_n"	"maakonna_x_klastri_efekt_protsentiil"	"maakonna_x_klastri_efekt_n"	"maakonna_x_klastri_tasuvus_protsentiil"	"maakonna_x_klastri_tasuvus_n"	"klastri_likviidsus_protsentiil"	"klastri_likviidsus_n"	"klastri_struktuur_protsentiil"	"klastri_struktuur_n"	"klastri_efekt_protsentiil"	"klastri_efekt_n"	"klastri_tasuvus_protsentiil"	"klastri_tasuvus_n"	"suurusklassi_likviidsus_protsentiil"	"suurusklassi_likviidsus_n"	"suurusklassi_struktuur_protsentiil"	"suurusklassi_struktuur_n"	"suurusklassi_efekt_protsentiil"	"suurusklassi_efekt_n"	"suurusklassi_tasuvus_protsentiil"	"suurusklassi_tasuvus_n"
999999900001	2023	10376834	62021	67	"Arvepidamine"	"k4_4"	624	37	2	513.07131536305	4794.48032099754	9898.72474921867	9975.92066181824	7112.94803768396	7881.63986755535	768.930825870484	5048.349336721	7971.94604296237	1182.63932177797	7318.93435353413	3954.51756194234	8090.85062006488	2759.77379642427	5119.81163173914	1159.13188550621	2263.54157319292	1603.3569118008	3002.22688354552	3155.73724219576	9841.72471100464	1637.19046860933	5403.54023920372	8540.36244563758	8700.58757020161	6635.9161795117	660.558908712119	1986.72931874171	9732.87776112556	6302.56613949314	2905.95552418381	3406.47828998044	9889.10319516435	6056.98654428124	3293.78831898794	628.540490288287	1187.8991080448	2855.66801903769	508.385861758143	7050.48084491864	6849.79062527418	4389.95202770457	8425.64480379224	5299.62481698021	2711.5519088693	1009.74700879306	7792.00294986367	7287.94121881947	9825.65350597724	281.218434683979	5337.72448310629	6125.84188114852	1288.62570039928	1705.0133110024	4205.02026332542	9807.96684976667	8600.91791022569	3767.56233628839	6330.00507717952	9599.49327167124	5120.10124279186	2347.98390883952	4054.856733419	223.366625141352	3199.81756620109	6320.78264839947	9477.48523205519	4176.91254755482	8856.61983396858	1362.41503059864	1190.32545015216	6054.91037247702	9315.92519162223	8243.52919822559	7538.00751408562	535.866913851351	805.42077543214	6915.6481907703	462.017410900444	7887.59883260354	4071.68375095353	2969.81513500214	9601.97768406942	8149.09122884274	7456.19997614995	9837.33647270128	3877.93875532225	5921.06350697577	6403.30957481638	6617.32341628522	4662.6549679786	5918.88564871624	7819.77394130081	3700.52832178771	1852.36022341996	9270.17299691215	7031.08243644238	5952.471755445	5409.40156206489	1656.6185397096	2654.01779906824	1951.71546889469	8976.07917198911	6049.35176437721
999999900002	2023	10327115	69201	89	"Tervishoid"	"k4_3"	205	37	2	4450.29169553891	8654.18224129826	2273.76804221421	4970.87456751615	7028.17869838327	4338.06572109461	2646.21844980866	215.063407085836	9884.99977858737	6146.55361743644	6450.07155137137	2574.79873951524	691.248029470444	7322.24879786372	347.594767808914	4498.44268616289	7509.77284740657	7988.86332893744	9029.9814241007	8342.76616107672	2330.48523310572	6256.11477997154	3588.72844371945	9382.53722619265	6292.36038774252	8554.03285706416	3118.3118536137	1995.84633577615	3088.03719235584	8193.16357141361	8499.30108524859	8918.17135503516	4478.50576136261	1193.7295505777	538.277321029454	6196.73183886334	5991.5469493717	964.892776682973	1725.86252680048	5928.73805901036	7108.65420056507	915.842219255865	1902.41368021816	1281.5763335675	6821.18958327919	5.76731981709599	1113.97833330557	4678.3505869098	2320.16415800899	6635.90951357037	5837.65032701194	1668.30433066934	6701.51233673096	4675.97522074357	594.374521169811	1195.46476518735	4706.50379080325	9443.07212019339	4763.55179445818	5083.20323890075	8351.27076832578	9052.46671056375	8448.33954935893	3502.69624730572	9316.96167914197	3486.02613667026	807.314047124237	1469.75244162604	8524.98819120228	3728.1811167486	8833.32039229572	47.4977563135326	663.614857476205	3264.20505996794	5867.45094507933	1820.68469235674	2782.44719607756	527.471851091832	7977.97539504245	5782.35003398731	1149.01945460588	3490.35029299557	9319.23161493614	3875.40580937639	7817.12424941361	7932.88810178638	7221.35740332305	5576.32487732917	6649.49151221663	8143.37525283918	8708.43949262053	3303.19793196395	64.2368011176586	4498.10250196606	9054.46532415226	4849.95983075351	2058.51259641349	9147.08168478683	314.372251741588	4993.1634683162	7790.90681578964	3201.10232802108	7121.35861627758	4696.59637892619
999999900003	2023	14878747	47991	51	"Kaubavedu maanteel ja kolimisteenused"	"k4_4"	283	37	3	4748.84736118838	7780.83705576137	2545.25995114818	3000.81199035048	280.998437665403	7604.04666885734	1165.17591988668	6971.33885230869	6124.22634381801	6271.2993985042	1915.28443712741	9050.88524566963	6110.63349759206	5627.15247506276	8895.06795210764	9955.45064099133	4245.96081255004	4320.64859662205	6511.5210111253	9243.6246573925	7684.25642279908	5771.39459550381	8356.25356761739	3377.44283257052	5224.75109202787	5558.48822928965	5056.25245394185	8453.98943172768	7876.39885209501	6972.55025152117	6784.61867384613	5523.54086423293	4529.07936880365	3449.89982899278	6158.02709711716	7630.99346775562	3754.40632225946	7445.06913470104	4787.32238989323	5869.49891643599	648.377945180982	7629.24484210089	5527.6310024783	3020.42270777747	4532.79561595991	5938.19785164669	6929.84268534929	750.551139935851	5351.63266817108	7106.09670728445	5895.78298153356	3652.17843092978	3297.89861105382	4635.79385541379	4.60868235677481	5201.90830342472	8462.1414821595	6029.11069756374	9573.01079761237	4564.57104766741	8930.76952546835	9697.03119713813	7507.76594271883	6291.35227529332	5163.05105993524	1480.50111252815	8557.69162066281	2584.90127976984	501.041396055371	191.351573448628	8428.50995250046	6044.13946159184	4992.45245708153	1511.42781600356	3844.69341253862	6435.66303187981	2557.90132796392	2239.69739628956	7124.82972769067	4363.16440580413	5403.30823045224	103.981080465019	1046.85495374724	7680.51370512694	200.371139217168	6072.51840410754	1656.1465873383	4955.50096267834	4702.1370078437	4865.7006630674	5892.32811238617	1913.85580925271	3379.31918445975	2502.31459969655	2050.28916709125	2338.56924576685	5991.53293762356	7187.29048967361	2600.96321813762	2278.76753313467	1690.83561282605	3586.19909500703	3274.26167204976	4072.69772375003
999999900004	2023	10474239	90031	5	"Metsamajanduse abitegevused"	"k4_4"	NA	74	2	8459.57358367741	5386.32453884929	7677.61301947758	3768.30672146752	6088.68290670216	7586.67401270941	7061.01217772812	5493.62701363862	4691.50831224397	1108.38920809329	5535.91754287481	6178.57444100082	1322.16935511678	4300.68169720471	9000.54336292669	6106.36788187549	6400.94379195943	4099.85523670912	9714.27116310224	7182.91732482612	791.093537118286	6321.04482967407	4391.79552486166	6945.08413318545	3611.25228693709	3150.71978839114	748.876174911857	591.64818841964	322.639006190002	9053.85785968974	3256.85678748414	2358.86863665655	1919.19800126925	1742.20194807276	6217.82517759129	8460.026467219	2448.66967434064	2869.15755830705	5325.06207935512	6996.58814584836	9237.57534706965	677.091372199357	2421.4651552029	1706.71177329496	4549.85784832388	8409.82833877206	4350.28609354049	395.772939082235	3388.40587530285	2818.30853782594	6910.39887722582	396.932566072792	2037.27191546932	1868.92981408164	8444.67873452231	7471.23244218528	833.145980723202	990.561370272189	8780.54961329326	4513.96704651415	4460.60143876821	3442.08420952782	1769.93759348989	5831.34260028601	4197.87545921281	8850.76616657898	9048.15498972312	8344.75747076795	7245.26830716059	5033.30587176606	2032.02094184235	6002.53678392619	2.59475549682975	5032.72583009675	9483.04814752191	456.522689200938	8353.61277218908	3704.83455248177	4402.32302295044	7602.66231140122	2891.22644346207	6256.14856835455	4384.19478945434	9210.1321159862	7760.85387449712	1209.39570479095	4611.42511805519	3277.97357458621	5484.2270957306	1546.17023421451	3028.09684537351	7836.43226139247	6817.62462249026	6223.43490598723	555.432040710002	6766.60452736542	2880.29342656955	5301.85339041054	7405.90016357601	5565.67518040538	8426.78248649463	7792.93925967067	7678.55848185718	1371.73533206806
999999900005	2023	10274083	42121	51	"Kaubavedu maanteel ja kolimisteenused"	"k4_2"	321	37	2	2402.66093052924	4416.68781917542	6198.46985209733	8839.09800788388	8855.46530131251	4703.56122590601	5870.72659516707	6933.52493457496	3604.16009090841	181.787074543536	8031.49282932281	889.938161708415	4168.56080526486	6207.77236064896	9568.94964911044	6159.38583621755	5377.32655415311	4593.77757739276	8097.95951237902	9942.19403713942	5628.83826903999	8536.66106471792	7100.88644642383	9574.28231369704	8083.46413774416	8507.7567701228	7019.6782448329	4426.0795135051	999.870167579502	1945.3306356445	8876.57722923905	7076.20937144384	7154.06382223591	1966.27624798566	7637.66320189461	6236.0052508302	8304.70292130485	4903.34740141407	161.863579414785	2289.037280716	9093.65551313385	8557.06362519413	6842.3659587279	8909.46548432112	238.342136144638	5418.43972867355	9918.1061075069	9807.89400404319	1645.40935773402	133.342354092747	6673.31497650594	6276.98441734537	3682.84564698115	4206.90421247855	7634.26777208224	6562.58036149666	339.57491395995	591.333163902164	5914.40919553861	1596.5865761973	2983.03882591426	2655.86560592055	73.3680347912014	4208.52397102863	8421.54451180249	9293.34656335413	4154.07451335341	604.526321403682	4147.82561128959	1439.08978439867	318.106487393379	2759.18099796399	9163.63715194166	4605.27657996863	6525.60597518459	1805.40970992297	3046.31486767903	3821.93110417575	3013.90693988651	4431.79617868736	6288.0199146457	1699.91751434281	6585.65667457879	3789.82425667346	669.100934173912	2499.0177503787	2916.71348270029	5416.43969714642	214.052237570286	4278.24306068942	3693.56173090637	6141.48295018822	6580.44617623091	7630.30822155997	1484.66326994821	242.492477409542	3859.38633000478	788.399060256779	1445.03915915266	6318.52096412331	7999.47386840358	3412.34006453305	6831.1175564304	2563.81618091837
999999900006	2023	12464624	69201	32	"Ehitus_1"	"k4_3"	810	37	1	3792.04171011224	6137.93392665684	2541.18809243664	1819.36148088425	497.706786263734	3288.6038464494	3369.79788728058	8659.36930291355	4601.69127210975	487.400598358363	2947.22402933985	193.881236482412	5416.17000708356	517.901354469359	5582.94930495322	4261.98630360886	6184.36088087037	4538.92052872106	5718.11876958236	6618.38920088485	862.777389120311	2278.48349371925	5459.49976891279	6767.01891236007	3427.72476375103	5501.33506767452	5324.3648679927	3502.42546992376	987.542059738189	1649.52594786882	935.434564016759	3437.43653735146	3058.26676776633	8667.0830915682	4410.05578730255	8704.86347703263	870.801785495132	9695.302573964	2940.56038605049	433.807503432035	6318.52411199361	4195.27119956911	2430.92403514311	5758.6795091629	3866.05845065787	3605.12603772804	8747.71288130432	5759.11633437499	9369.87425899133	2432.00191762298	8392.9373533465	1387.4314725399	7823.03558662534	2619.6039095521	1754.32385178283	3860.3114662692	2470.53971746936	2488.49171446636	5674.83650753275	5947.67853384838	812.748512253165	146.914024371654	727.775713894516	8237.44333116338	6850.14101443812	7879.58215689287	4538.78653701395	6608.06923639029	5408.42548012733	8022.66880637035	7274.78218264878	2252.27829767391	9573.88695329428	8927.3978350684	3367.87486681715	3927.13990062475	5784.46587314829	2746.47882673889	4970.30437458307	2349.94345577434	1215.42294509709	3118.63297596574	8887.98234052956	7338.35369115695	6447.95124419034	5214.74668057635	5727.85794502124	8203.17988516763	7316.27437053248	6845.19097208977	6689.30811807513	7202.07687700167	7687.83902050927	7818.96831002086	1.3964856043458	2860.80219782889	6527.02283579856	6844.88588711247	8048.12279297039	7305.07768457755	9674.01123838499	6606.84616770595	3716.0017946735	891.713658347726
999999900007	2023	14434829	2101	32	"Ehitus_1"	"k4_4"	784	37	2	3766.92856429145	4549.41621981561	1216.64010453969	408.401116728783	8351.80869791657	7429.7832371667	4940.83082536235	9745.00292446464	1228.63906202838	1204.76590935141	6435.21429272369	9771.98029868305	1541.39690333977	1082.37559907138	1840.76041914523	6664.8842766881	2587.090798188	4404.18262733147	3362.73930501193	8230.95672996715	636.389758437872	1185.02530734986	2521.07829321176	3255.32330898568	494.27404301241	2094.87238200381	1542.98895038664	1543.30203542486	8872.86687269807	895.592069718987	4408.2335033454	9549.18536590412	6794.01586996391	2395.15059394762	4865.39642559364	6550.96354661509	3477.67316969112	4375.76212687418	4000.126614701	4004.14355797693	9058.98401746526	4927.2158020176	3355.62159772962	4616.11723294482	7341.9492947869	1115.43380422518	9819.06073866412	7608.0686878413	2462.83973334357	6893.9827918075	7116.00085254759	448.879529722035	1984.83892250806	6799.47871947661	6089.29062029347	432.173693552613	4348.61497255042	1868.25447250158	1443.55296855792	1195.33403078094	2774.36443604529	251.167688984424	8926.75782321021	110.802934505045	9785.77872971073	9344.07822787762	2910.27418104932	6916.5335316211	8710.46735905111	7640.21958457306	8533.65156101063	1062.66140937805	3518.93420796841	6176.40622658655	3173.76195220277	5791.85950336978	6615.16373511404	7339.09263508394	1912.63968590647	176.371338311583	6412.29252330959	6035.38078721613	5968.82746787742	1706.93720690906	9293.85959403589	9626.58565025777	8522.32098579407	4878.68294818327	499.954780098051	7221.81499237195	159.479812718928	6679.18348684907	7501.75654189661	712.569595780224	5031.25647082925	9330.55323315784	689.664434175938	4672.45721956715	6711.37397643179	9601.17422044277	8258.28876812011	163.549347780645	4362.23927652463	2960.90795192868
999999900008	2023	14926513	69202	65	"Kinnisvara"	"k4_1"	615	60	1	3425.99801020697	8209.20859696344	5792.74789430201	2627.30477843434	7613.4451595135	5584.07942764461	1082.73819088936	347.499416675419	7343.00115844235	8387.44612410665	9426.04287993163	1281.97555663064	770.110364537686	4389.95950156823	8781.47881245241	1680.67578226328	6838.45352847129	7826.00781880319	7905.9314285405	780.762748327106	7566.76350254565	176.561034750193	2875.61981007457	5260.79693809152	9097.18584036455	78.6750623956323	4552.18695336953	2004.6445960179	9915.00339703634	8373.35622869432	3878.31564294174	6261.65609806776	1912.04251954332	8140.00018173829	9136.9907790795	1723.12745824456	771.539453417063	8134.27432207391	4871.44583137706	4541.20566137135	9881.90918462351	157.082064542919	6069.86211845651	7582.37278554589	3722.50745305791	2384.0326955542	245.455175172538	3267.85774668679	4121.8954580836	6674.55054819584	965.012244414538	3670.18610006198	2190.77981775627	9878.4278286621	141.862884629518	8666.41116794199	6942.41892546415	2861.72369727865	5266.4692979306	2686.44224153832	386.105240322649	7865.61589920893	9231.09680181369	3705.52651351318	3583.21672538295	8194.54543758184	6107.16556664556	8050.28908420354	4463.35571585223	7986.65151465684	1202.10076449439	3885.49801427871	4198.24353884906	2714.6830665879	451.799812726676	4459.69593711197	9601.44058335572	2554.02713082731	345.313875004649	4436.78999319673	3502.58010206744	6877.79654050246	712.259847205132	7362.41042148322	7176.42188537866	9237.05883556977	5312.51369277015	544.679539743811	5041.43014550209	4014.1594200395	2668.68088860065	1963.96131068468	9291.92813346162	4184.38917957246	4849.83660047874	7249.29069867358	174.08232903108	509.179206565022	5510.08501090109	8741.57894402742	1405.65403271466	5061.54424743727	5243.5652539134	3683.55398997664
999999900009	2023	14438731	47529	58	"Toidu ja joogi serveerimine"	"k4_3"	NA	74	3	3947.55266141146	3462.32751617208	1007.15938257053	3263.76504264772	3545.00798741356	4970.86856048554	9189.34874702245	9548.62131737173	6868.54583211243	3600.41774110869	2607.54740098491	3776.55754797161	6405.24349641055	3952.58969627321	7105.77259771526	7878.78274451941	9350.98519548774	4163.04911486804	7980.20045505837	507.555885706097	5768.8245549798	8551.54087534174	7837.14337041602	6338.63304974511	5532.35318278894	7417.81214484945	7806.5328928642	6147.89477782324	4905.44599946588	4854.84076896682	3754.31675231084	7780.50871100277	7926.01355584338	3963.07123592123	7593.62598182634	2162.82659443095	9137.7287148498	1035.04420490935	5171.06030834839	4792.90413204581	2301.4210886322	6231.26756167039	1433.59578214586	6828.28987715766	6944.04597394168	4792.27632516995	1179.31300075725	7407.0845823735	4152.99068437889	2807.64816096053	5238.24728094041	993.118640035391	4419.49863918126	1083.97322474048	2730.66404974088	8706.39686007053	3872.1287320368	3822.13147822767	3752.75635858998	3563.39164776728	4633.92924983054	8081.5885681659	3720.17592657357	7270.68848907948	6203.50310578942	2174.67075446621	5393.97370070219	7439.47480106726	418.537552468479	921.988936606795	2681.52437405661	5708.57156300917	5730.46710342169	7896.24058408663	4351.51378856972	1872.01352091506	1737.63865372166	6975.60506407171	1101.18765151128	9490.30847288668	6709.95332999155	3179.79087820277	5067.94712971896	3608.28393837437	9277.36509824172	4502.66927015036	3947.50168081373	7473.52765640244	8846.41965152696	1853.66051737219	6363.48316213116	6872.07733513787	238.376199267805	3794.14838738739	7672.62454377487	879.735897760838	5135.73734322563	9736.92471161485	9119.07518748194	6885.97397180274	5002.64515634626	8045.88493425399	2115.52914930508	7723.55989087373
999999900010	2023	12031084	49411	62	"Programmeerimine"	"k4_4"	784	37	3	8575.1471365802	9560.25473074988	6253.92077257857	783.514608629048	5664.40883092582	5296.84371082112	3574.21528780833	8113.2259266451	5806.19204556569	1631.41850149259	4218.67373166606	174.32656371966	2460.05428722128	7453.64633621648	1114.08642260358	4421.02110246196	6049.30779896677	1912.63300832361	2660.89558368549	3248.76405764371	2988.72103216127	1717.08984300494	6716.7422757484	4935.17246795818	4071.67285680771	3164.54725107178	2043.2698703371	7295.1724100858	3655.34880431369	9045.53457396105	6515.45722037554	5383.99841403589	8289.67038076371	7277.48569101095	1292.17663081363	7293.16382901743	5556.83988379315	8886.86965452507	6402.04751631245	1907.72454021499	6230.10473325849	3220.92813206837	7782.52633986995	1799.51688507572	9682.75226652622	7077.22454098985	9101.31429322064	5738.61999670044	7428.58234792948	3746.34750187397	2353.50535949692	2876.67755270377	6422.76867758483	17.6523090340197	5687.51368671656	9772.56096201017	9434.72861777991	4326.52214309201	9125.13566436246	9918.94351318479	2009.79624409229	4523.0086799711	4233.92930300906	7678.10496967286	4392.45153218508	1638.66559043527	9013.19202035666	493.960785679519	6294.87595288083	7123.01420979202	5250.72178570554	2221.47054504603	1446.59957382828	8077.94193271548	9118.45058202744	3020.250571426	4583.27055443078	9164.45374488831	4892.58394343778	6900.01374809071	1265.50870714709	5006.53274357319	7705.08364075795	6718.99559209123	2842.30119548738	786.228431388736	539.701122324914	4940.52475551143	1521.41290251166	6037.06197114661	331.934900023043	3416.57882556319	6417.56194178015	9087.67793560401	5419.59563037381	2506.52533490211	2607.72140929475	3758.49517993629	4856.21787142009	9158.1056592986	8270.25095466524	3739.33077091351	3455.73047408834	8966.01653890684
